DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20180901,2018-09-01T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 01"
20180902,2018-09-02T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 02"
20180903,2018-09-03T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 03"
20180904,2018-09-04T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 04"
20180905,2018-09-05T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 05"
20180906,2018-09-06T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 06"
20180907,2018-09-07T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 07"
20180908,2018-09-08T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 08"
20180909,2018-09-09T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 09"
20180910,2018-09-10T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 10"
20180911,2018-09-11T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 11"
20180912,2018-09-12T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 12"
20180913,2018-09-13T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 13"
20180914,2018-09-14T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 14"
20180915,2018-09-15T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 15"
20180916,2018-09-16T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 16"
20180917,2018-09-17T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 17"
20180918,2018-09-18T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 18"
20180919,2018-09-19T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 19"
20180920,2018-09-20T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 20"
20180921,2018-09-21T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 21"
20180922,2018-09-22T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 22"
20180923,2018-09-23T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 23"
20180924,2018-09-24T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 24"
20180925,2018-09-25T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 25"
20180926,2018-09-26T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 26"
20180927,2018-09-27T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 27"
20180928,2018-09-28T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 28"
20180929,2018-09-29T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 29"
20180930,2018-09-30T00:00:00,FY2019,FY2019 Q1,2018 Sep,201809,"2018 Sep, 30"
20181001,2018-10-01T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 01"
20181002,2018-10-02T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 02"
20181003,2018-10-03T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 03"
20181004,2018-10-04T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 04"
20181005,2018-10-05T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 05"
20181006,2018-10-06T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 06"
20181007,2018-10-07T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 07"
20181008,2018-10-08T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 08"
20181009,2018-10-09T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 09"
20181010,2018-10-10T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 10"
20181011,2018-10-11T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 11"
20181012,2018-10-12T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 12"
20181013,2018-10-13T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 13"
20181014,2018-10-14T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 14"
20181015,2018-10-15T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 15"
20181016,2018-10-16T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 16"
20181017,2018-10-17T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 17"
20181018,2018-10-18T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 18"
20181019,2018-10-19T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 19"
20181020,2018-10-20T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 20"
20181021,2018-10-21T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 21"
20181022,2018-10-22T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 22"
20181023,2018-10-23T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 23"
20181024,2018-10-24T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 24"
20181025,2018-10-25T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 25"
20181026,2018-10-26T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 26"
20181027,2018-10-27T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 27"
20181028,2018-10-28T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 28"
20181029,2018-10-29T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 29"
20181030,2018-10-30T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 30"
20181031,2018-10-31T00:00:00,FY2019,FY2019 Q2,2018 Oct,201810,"2018 Oct, 31"
20181101,2018-11-01T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 01"
20181102,2018-11-02T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 02"
20181103,2018-11-03T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 03"
20181104,2018-11-04T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 04"
20181105,2018-11-05T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 05"
20181106,2018-11-06T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 06"
20181107,2018-11-07T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 07"
20181108,2018-11-08T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 08"
20181109,2018-11-09T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 09"
20181110,2018-11-10T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 10"
20181111,2018-11-11T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 11"
20181112,2018-11-12T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 12"
20181113,2018-11-13T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 13"
20181114,2018-11-14T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 14"
20181115,2018-11-15T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 15"
20181116,2018-11-16T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 16"
20181117,2018-11-17T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 17"
20181118,2018-11-18T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 18"
20181119,2018-11-19T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 19"
20181120,2018-11-20T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 20"
20181121,2018-11-21T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 21"
20181122,2018-11-22T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 22"
20181123,2018-11-23T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 23"
20181124,2018-11-24T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 24"
20181125,2018-11-25T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 25"
20181126,2018-11-26T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 26"
20181127,2018-11-27T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 27"
20181128,2018-11-28T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 28"
20181129,2018-11-29T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 29"
20181130,2018-11-30T00:00:00,FY2019,FY2019 Q2,2018 Nov,201811,"2018 Nov, 30"
20181201,2018-12-01T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 01"
20181202,2018-12-02T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 02"
20181203,2018-12-03T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 03"
20181204,2018-12-04T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 04"
20181205,2018-12-05T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 05"
20181206,2018-12-06T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 06"
20181207,2018-12-07T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 07"
20181208,2018-12-08T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 08"
20181209,2018-12-09T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 09"
20181210,2018-12-10T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 10"
20181211,2018-12-11T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 11"
20181212,2018-12-12T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 12"
20181213,2018-12-13T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 13"
20181214,2018-12-14T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 14"
20181215,2018-12-15T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 15"
20181216,2018-12-16T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 16"
20181217,2018-12-17T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 17"
20181218,2018-12-18T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 18"
20181219,2018-12-19T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 19"
20181220,2018-12-20T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 20"
20181221,2018-12-21T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 21"
20181222,2018-12-22T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 22"
20181223,2018-12-23T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 23"
20181224,2018-12-24T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 24"
20181225,2018-12-25T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 25"
20181226,2018-12-26T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 26"
20181227,2018-12-27T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 27"
20181228,2018-12-28T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 28"
20181229,2018-12-29T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 29"
20181230,2018-12-30T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 30"
20181231,2018-12-31T00:00:00,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 31"
20190101,2019-01-01T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 01"
20190102,2019-01-02T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 02"
20190103,2019-01-03T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 03"
20190104,2019-01-04T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 04"
20190105,2019-01-05T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 05"
20190106,2019-01-06T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 06"
20190107,2019-01-07T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 07"
20190108,2019-01-08T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 08"
20190109,2019-01-09T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 09"
20190110,2019-01-10T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 10"
20190111,2019-01-11T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 11"
20190112,2019-01-12T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 12"
20190113,2019-01-13T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 13"
20190114,2019-01-14T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 14"
20190115,2019-01-15T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 15"
20190116,2019-01-16T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 16"
20190117,2019-01-17T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 17"
20190118,2019-01-18T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 18"
20190119,2019-01-19T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 19"
20190120,2019-01-20T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 20"
20190121,2019-01-21T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 21"
20190122,2019-01-22T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 22"
20190123,2019-01-23T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 23"
20190124,2019-01-24T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 24"
20190125,2019-01-25T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 25"
20190126,2019-01-26T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 26"
20190127,2019-01-27T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 27"
20190128,2019-01-28T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 28"
20190129,2019-01-29T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 29"
20190130,2019-01-30T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 30"
20190131,2019-01-31T00:00:00,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 31"
20190201,2019-02-01T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 01"
20190202,2019-02-02T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 02"
20190203,2019-02-03T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 03"
20190204,2019-02-04T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 04"
20190205,2019-02-05T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 05"
20190206,2019-02-06T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 06"
20190207,2019-02-07T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 07"
20190208,2019-02-08T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 08"
20190209,2019-02-09T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 09"
20190210,2019-02-10T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 10"
20190211,2019-02-11T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 11"
20190212,2019-02-12T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 12"
20190213,2019-02-13T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 13"
20190214,2019-02-14T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 14"
20190215,2019-02-15T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 15"
20190216,2019-02-16T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 16"
20190217,2019-02-17T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 17"
20190218,2019-02-18T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 18"
20190219,2019-02-19T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 19"
20190220,2019-02-20T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 20"
20190221,2019-02-21T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 21"
20190222,2019-02-22T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 22"
20190223,2019-02-23T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 23"
20190224,2019-02-24T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 24"
20190225,2019-02-25T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 25"
20190226,2019-02-26T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 26"
20190227,2019-02-27T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 27"
20190228,2019-02-28T00:00:00,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 28"
20190301,2019-03-01T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 01"
20190302,2019-03-02T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 02"
20190303,2019-03-03T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 03"
20190304,2019-03-04T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 04"
20190305,2019-03-05T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 05"
20190306,2019-03-06T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 06"
20190307,2019-03-07T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 07"
20190308,2019-03-08T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 08"
20190309,2019-03-09T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 09"
20190310,2019-03-10T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 10"
20190311,2019-03-11T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 11"
20190312,2019-03-12T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 12"
20190313,2019-03-13T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 13"
20190314,2019-03-14T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 14"
20190315,2019-03-15T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 15"
20190316,2019-03-16T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 16"
20190317,2019-03-17T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 17"
20190318,2019-03-18T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 18"
20190319,2019-03-19T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 19"
20190320,2019-03-20T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 20"
20190321,2019-03-21T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 21"
20190322,2019-03-22T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 22"
20190323,2019-03-23T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 23"
20190324,2019-03-24T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 24"
20190325,2019-03-25T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 25"
20190326,2019-03-26T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 26"
20190327,2019-03-27T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 27"
20190328,2019-03-28T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 28"
20190329,2019-03-29T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 29"
20190330,2019-03-30T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 30"
20190331,2019-03-31T00:00:00,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 31"
20190401,2019-04-01T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 01"
20190402,2019-04-02T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 02"
20190403,2019-04-03T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 03"
20190404,2019-04-04T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 04"
20190405,2019-04-05T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 05"
20190406,2019-04-06T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 06"
20190407,2019-04-07T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 07"
20190408,2019-04-08T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 08"
20190409,2019-04-09T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 09"
20190410,2019-04-10T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 10"
20190411,2019-04-11T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 11"
20190412,2019-04-12T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 12"
20190413,2019-04-13T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 13"
20190414,2019-04-14T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 14"
20190415,2019-04-15T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 15"
20190416,2019-04-16T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 16"
20190417,2019-04-17T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 17"
20190418,2019-04-18T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 18"
20190419,2019-04-19T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 19"
20190420,2019-04-20T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 20"
20190421,2019-04-21T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 21"
20190422,2019-04-22T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 22"
20190423,2019-04-23T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 23"
20190424,2019-04-24T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 24"
20190425,2019-04-25T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 25"
20190426,2019-04-26T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 26"
20190427,2019-04-27T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 27"
20190428,2019-04-28T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 28"
20190429,2019-04-29T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 29"
20190430,2019-04-30T00:00:00,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 30"
20190501,2019-05-01T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 01"
20190502,2019-05-02T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 02"
20190503,2019-05-03T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 03"
20190504,2019-05-04T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 04"
20190505,2019-05-05T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 05"
20190506,2019-05-06T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 06"
20190507,2019-05-07T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 07"
20190508,2019-05-08T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 08"
20190509,2019-05-09T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 09"
20190510,2019-05-10T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 10"
20190511,2019-05-11T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 11"
20190512,2019-05-12T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 12"
20190513,2019-05-13T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 13"
20190514,2019-05-14T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 14"
20190515,2019-05-15T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 15"
20190516,2019-05-16T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 16"
20190517,2019-05-17T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 17"
20190518,2019-05-18T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 18"
20190519,2019-05-19T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 19"
20190520,2019-05-20T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 20"
20190521,2019-05-21T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 21"
20190522,2019-05-22T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 22"
20190523,2019-05-23T00:00:00,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 23"
